page_no,preceding_text,link_text,link_destination,link_domain,is_jade_link,is_sublink
98,"to interpret between a prisoner, defendant or witness and others",Section 30–Where,https://www.legislation.qld.gov.au/view/html/inforce/current/act-1867-012,qld,FALSE,FALSE
98,National Standards for Working with Interpreters in Courts and Tribunals(the,JCCD Standards).,https://jccd.org.au/wp-content/uploads/2021/06/JCCD-Interpreter-Standards.pdf,jccd,FALSE,FALSE
98,"Interpreters in Courts and Tribunals(the JCCD Standards). In 2022, the",second,https://jccd.org.au/wp-content/uploads/2022/05/JCDD-Recommended-National-Standards-for-Working-with-Interpreters-in-Courts-and-Tribunals-second-edition.pdf,jccd,FALSE,FALSE
98,"in Courts and Tribunals(the JCCD Standards). In 2022, the second",edition,https://jccd.org.au/wp-content/uploads/2022/05/JCDD-Recommended-National-Standards-for-Working-with-Interpreters-in-Courts-and-Tribunals-second-edition.pdf,jccd,FALSE,FALSE
99,interpreter will result in an unfair trial(see Ebataninja v Deland,(1998)194,https://anzlaw.thomsonreuters.com/Link/Document/FullText?findType=Y&serNum=1998447472&pubNum=3586&originatingDoc=Ibffb63b087af11e8aca5bab3c9b3f468&refType=TG&originationContext=document&transitionType=DocumentItem&ppcid=cd7794790d9d4417a30cac51e8fc6e2b&contextData=(sc.Default)&comp=wlau,thomsonreuters,FALSE,FALSE
99,will result in an unfair trial(see Ebataninja v Deland (1998)194,"CLR 444,",https://anzlaw.thomsonreuters.com/Link/Document/FullText?findType=Y&serNum=1998447472&pubNum=3586&originatingDoc=Ibffb63b087af11e8aca5bab3c9b3f468&refType=TG&originationContext=document&transitionType=DocumentItem&ppcid=cd7794790d9d4417a30cac51e8fc6e2b&contextData=(sc.Default)&comp=wlau,thomsonreuters,FALSE,FALSE
99,"in an unfair trial(see Ebataninja v Deland (1998)194 CLR 444,",454,https://jade.io/article/68087/section/1829,jade,TRUE,TRUE
99,"an unfair trial(see Ebataninja v Deland (1998)194 CLR 444, 454",[26]-[27];,https://jade.io/article/68087/section/1829,jade,TRUE,TRUE
99,"unfair trial(see Ebataninja v Deland (1998)194 CLR 444, 454 [26]-[27];",[1998]HCA 62).,https://jade.io/article/68087,jade,TRUE,TRUE
99,and understand a witness’s evidence(see also Johnson v The Queen,(1987)25 A,https://anzlaw.thomsonreuters.com/Link/Document/FullText?findType=Y&serNum=1987319301&pubNum=5341&originatingDoc=Icdf27f0088c011e8aca5bab3c9b3f468&refType=TG&originationContext=document&transitionType=DocumentItem&ppcid=2c37209605db49b1a0a9673c890566c2&contextData=(sc.Default)&comp=wlau,thomsonreuters,FALSE,FALSE
99,a witness’s evidence(see also Johnson v The Queen (1987)25 A,Crim R 433).,https://anzlaw.thomsonreuters.com/Link/Document/FullText?findType=Y&serNum=1987319301&pubNum=5341&originatingDoc=Icdf27f0088c011e8aca5bab3c9b3f468&refType=TG&originationContext=document&transitionType=DocumentItem&ppcid=2c37209605db49b1a0a9673c890566c2&contextData=(sc.Default)&comp=wlau,thomsonreuters,FALSE,FALSE
99,"the law on interpreters in the legal system, see the",JCCD Standards,https://jccd.org.au/wp-content/uploads/2022/05/JCDD-Recommended-National-Standards-for-Working-with-Interpreters-in-Courts-and-Tribunals-second-edition.pdf,jccd,FALSE,FALSE
99,"on interpreters in the legal system, see the JCCD Standards",(2nd ed),https://jccd.org.au/wp-content/uploads/2022/05/JCDD-Recommended-National-Standards-for-Working-with-Interpreters-in-Courts-and-Tribunals-second-edition.pdf,jccd,FALSE,FALSE
99,"of any application for the appointment of an interpreter, see",Supreme Court Practice Direction 4 of 2024.,https://www.courts.qld.gov.au/__data/assets/pdf_file/0004/789223/scpd-04-of-2024.pdf,qld,FALSE,FALSE
99,may be certified as both. See the definitions in the,JCCD Standards(2nd ed)(at,https://jccd.org.au/wp-content/uploads/2022/05/JCDD-Recommended-National-Standards-for-Working-with-Interpreters-in-Courts-and-Tribunals-second-edition.pdf,jccd,FALSE,FALSE
100,"useful discussion of the skills required of an interpreter, see",JCCD Standards(2nd ed),https://jccd.org.au/wp-content/uploads/2022/05/JCDD-Recommended-National-Standards-for-Working-with-Interpreters-in-Courts-and-Tribunals-second-edition.pdf,jccd,FALSE,FALSE
100,See also DV016 v Minister for Immigration and Border Protection,"(2021)273 CLR 177,",https://anzlaw.thomsonreuters.com/Link/Document/FullText?findType=Y&serNum=2053433884&pubNum=3586&originatingDoc=Ia4ca94609cb711eba9fac17add43d3d9&refType=TG&originationContext=document&transitionType=DocumentItem&ppcid=81b915bf8ce64bb88b837736f2604685&contextData=(sc.Default)&comp=wlau,thomsonreuters,FALSE,FALSE
100,"v Minister for Immigration and Border Protection (2021)273 CLR 177,",186,https://jade.io/article/802223/section/3048,jade,TRUE,TRUE
100,"Minister for Immigration and Border Protection (2021)273 CLR 177, 186",[4]-[5];,https://jade.io/article/802223/section/3048,jade,TRUE,TRUE
100,"for Immigration and Border Protection (2021)273 CLR 177, 186 [4]-[5];","[2021]HCA 12,",https://www.hcourt.gov.au/sites/default/files/eresources/2021/HCA/12.pdf,hcourt,FALSE,FALSE
100,"and Border Protection (2021)273 CLR 177, 186 [4]-[5]; [2021]HCA 12,",[4]-[5].,https://jade.io/article/802223/section/3048,jade,TRUE,TRUE
100,"performed using different modes, including the following(as described in the",JCCD Standards(2nd ed),https://jccd.org.au/wp-content/uploads/2022/05/JCDD-Recommended-National-Standards-for-Working-with-Interpreters-in-Courts-and-Tribunals-second-edition.pdf,jccd,FALSE,FALSE
100,allow the interpreter to interpret. It is noted in the,JCCD Standards(2nd ed)(for,https://jccd.org.au/wp-content/uploads/2022/05/JCDD-Recommended-National-Standards-for-Working-with-Interpreters-in-Courts-and-Tribunals-second-edition.pdf,jccd,FALSE,FALSE
101,away from a party requiring interpreting services. See the attached,brochure for information about this trial.,https://archive.sclqld.org.au/sclpub/supreme-and-district-courts-benchbook/trial-of-technical-solution-for-in-court-interpreters.pdf,sclqld,FALSE,FALSE
101,brochure for information about this trial. Other relevant links: •,Form to hire the equipment if it is not available,https://aus01.safelinks.protection.outlook.com/?url=https%3A%2F%2Fdjag.service-now.com%2Fsp%3Fid%3Dsc_cat_item%26sys_id%3D1cd810ee1b9235107632fe231d4bcb58&data=05%7C02%7Cjustice.muir%40courts.qld.gov.au%7C306a40348f8c4c453ccb08dcd1fef444%7C583ea622975d4befa1d0d1f9c139f8b3%7C0%7C0%7C638616140147613856%7CUnknown%7CTWFpbGZsb3d8eyJWIjoiMC4wLjAwMDAiLCJQIjoiV2luMzIiLCJBTiI6Ik1haWwiLCJXVCI6Mn0%3D%7C0%7C%7C%7C&sdata=neQASD%2B1EUfgqWu0L6kPgKjloy7top%2FnQsocUEhCvDo%3D&reserved=0,outlook,FALSE,FALSE
101,to hire the equipment if it is not available •,"Information on the equipment, process and sites",https://aus01.safelinks.protection.outlook.com/?url=https%3A%2F%2Fdjag.service-now.com%2Fsp%3Fid%3Dkb_article%26sys_id%3D74d2a721476cda904b7e9f7f016d43bc&data=05%7C02%7Cjustice.muir%40courts.qld.gov.au%7C306a40348f8c4c453ccb08dcd1fef444%7C583ea622975d4befa1d0d1f9c139f8b3%7C0%7C0%7C638616140147618432%7CUnknown%7CTWFpbGZsb3d8eyJWIjoiMC4wLjAwMDAiLCJQIjoiV2luMzIiLCJBTiI6Ik1haWwiLCJXVCI6Mn0%3D%7C0%7C%7C%7C&sdata=GwMrsLGGtGCrf%2BdRsIGqjdTk%2Ffr2g6H0PkmhEYXvLYM%3D&reserved=0,outlook,FALSE,FALSE
101,"available • Information on the equipment, process and sites •",General interpreter hub page,https://intranet.justice.govnet.qld.gov.au/divisions-and-branches/courts-tribunals/queensland-courts-services/interpreters-hub,qld,FALSE,FALSE
101,be gained from the information in annexure 6 to the,JCCD Standards(2nd ed).,https://jccd.org.au/wp-content/uploads/2022/05/JCDD-Recommended-National-Standards-for-Working-with-Interpreters-in-Courts-and-Tribunals-second-edition.pdf,jccd,FALSE,FALSE
102,"Commission of NSW, Equality before the Law Bench Book, 2020,",Aboriginal people,https://www.judcom.nsw.gov.au/publications/benchbks/equality/section02.html,nsw,FALSE,FALSE
102,"before the Law Bench Book, 2020, Aboriginal people [2.1]-[2.5]and for","sample jury directions, see[2.3.7];",https://www.judcom.nsw.gov.au/publications/benchbks/equality/section02.html,nsw,FALSE,FALSE
102,"Commission of NSW, Equality before the Law Bench Book, 2020,",People from culturally,https://www.judcom.nsw.gov.au/publications/benchbks/equality/section03.html,nsw,FALSE,FALSE
102,"Equality before the Law Bench Book, 2020, People from culturally",and linguistically diverse backgrounds[3.1]-[3.5]and,https://www.judcom.nsw.gov.au/publications/benchbks/equality/section03.html,nsw,FALSE,FALSE
102,"Book, 2020, People from culturally and linguistically diverse backgrounds[3.1]-[3.5]and for","sample jury directions, see[3.3.7];",https://www.judcom.nsw.gov.au/publications/benchbks/equality/section03.html,nsw,FALSE,FALSE
103,"Judicial Commission of NSW, Criminal Trial Courts Bench Book, 2021,",Witnesses–Cultural and,https://www.judcom.nsw.gov.au/publications/benchbks/criminal/witnesses_cultural_linguistic_factors.html,nsw,FALSE,FALSE
103,"of NSW, Criminal Trial Courts Bench Book, 2021, Witnesses–Cultural and",linguistic factors,https://www.judcom.nsw.gov.au/publications/benchbks/criminal/witnesses_cultural_linguistic_factors.html,nsw,FALSE,FALSE
103,"and linguistic factors at[1.900]-[1.910]; • Australian Institute of Judicial Administration,",Aboriginal Benchbook for Western Australia Courts,https://aija.org.au/wp-content/uploads/2017/07/Aboriginal-Benchbook-for-WA-Courts-2nd-Ed.pdf,aija,FALSE,FALSE
103,"Benchbook for Western Australia Courts (2nd ed), Chapter 5(in particular,",sections 5.3 and 5.4);,https://aija.org.au/wp-content/uploads/2017/07/Aboriginal-Benchbook-for-WA-Courts-2nd-Ed.pdf,aija,FALSE,FALSE
103,"(2nd ed), Chapter 5(in particular, sections 5.3 and 5.4); •","Supreme Court of Queensland, Equal Treatment Benchbook(2nd edition)–has",https://media.sclqld.org.au/documents/resources/etbb.pdf,sclqld,FALSE,FALSE
103,"of Western Australia, Equal Justice Bench Book (2nd edition), 2017:",Chapter 1:,https://www.supremecourt.wa.gov.au/_files/Equal_Justice_Bench_Book.pdf,wa,FALSE,FALSE
103,"Australia, Equal Justice Bench Book (2nd edition), 2017: Chapter 1:",Equal Justice;,https://www.supremecourt.wa.gov.au/_files/Equal_Justice_Bench_Book.pdf,wa,FALSE,FALSE
103,"Justice Bench Book (2nd edition), 2017: Chapter 1: Equal Justice;",Chapter,https://www.supremecourt.wa.gov.au/_files/Equal_Justice_Bench_Book.pdf,wa,FALSE,FALSE
106,(A suggested direction as elicited from page 61 of the,JCCD Standards(2nd ed),https://jccd.org.au/wp-content/uploads/2022/05/JCDD-Recommended-National-Standards-for-Working-with-Interpreters-in-Courts-and-Tribunals-second-edition.pdf,jccd,FALSE,FALSE
110,Demonstrations 2.23.1 Legislation [Last reviewed: February 2026] Jury Act 1995(Qld),Section 52–Inspections,https://www.legislation.qld.gov.au/view/html/inforce/current/act-1995-042,qld,FALSE,FALSE
110,"exercise of the judge’s discretion (see, e.g. R v Boxshall",[1956]QWN 45;,https://anzlaw.thomsonreuters.com/Link/Document/FullText?findType=Y&serNum=1956050756&pubNum=5142&originatingDoc=Iea57bdf088bf11e8aca5bab3c9b3f468&refType=TG&originationContext=document&transitionType=DocumentItem&ppcid=06853e1a25444c6aae9a0f86c05684ca&contextData=(sc.Default)&comp=wlau,thomsonreuters,FALSE,FALSE
110,"(see, e.g. R v Boxshall [1956]QWN 45; R v Lawless",[1974]VR 398;,https://anzlaw.thomsonreuters.com/Link/Document/FullText?findType=Y&serNum=1974157656&pubNum=4888&originatingDoc=I259ffee0893311e8aca5bab3c9b3f468&refType=TG&originationContext=document&transitionType=DocumentItem&ppcid=518bd2ffa94945babb00005e693027e8&contextData=(sc.Default)&comp=wlau,thomsonreuters,FALSE,FALSE
110,[1956]QWN 45; R v Lawless [1974]VR 398; R v Alexander,[1979]VR 615;,https://anzlaw.thomsonreuters.com/Link/Document/FullText?findType=Y&serNum=1979090218&pubNum=4888&originatingDoc=Ieab332b0893311e8aca5bab3c9b3f468&refType=TG&originationContext=document&transitionType=DocumentItem&ppcid=59fb9796beba40eba4edad69fe7be1a3&contextData=(sc.Default)&comp=wlau,thomsonreuters,FALSE,FALSE
110,[1974]VR 398; R v Alexander [1979]VR 615; R v Delon,"(1992)29 NSWLR 29,",https://anzlaw.thomsonreuters.com/Link/Document/FullText?findType=Y&serNum=1992357936&pubNum=5138&originatingDoc=If1cad4e0881611e8aca5bab3c9b3f468&refType=TG&originationContext=document&transitionType=DocumentItem&ppcid=6ef14b38cf7b4c3fb616fef9db191c96&contextData=(sc.Default)&comp=wlau,thomsonreuters,FALSE,FALSE
110,"v Alexander [1979]VR 615; R v Delon (1992)29 NSWLR 29,",34;,https://jade.io/article/806575/section/140398,jade,TRUE,TRUE
110,"R v Delon (1992)29 NSWLR 29, 34; Denver v Cosgrove",[1972]3 SASR 130).,https://anzlaw.thomsonreuters.com/Link/Document/FullText?findType=Y&serNum=1972095773&pubNum=4840&originatingDoc=I0b3ea0b088fc11e8aca5bab3c9b3f468&refType=TG&originationContext=document&transitionType=DocumentItem&ppcid=3aa512d0a71a435ba9fa68d39087a34e&contextData=(sc.Default)&comp=wlau,thomsonreuters,FALSE,FALSE
110,The discretion is a wide one. In R v Alexander,"[1979]VR 615,",https://anzlaw.thomsonreuters.com/Link/Document/FullText?findType=Y&serNum=1979090218&pubNum=4888&originatingDoc=Ieab332b0893311e8aca5bab3c9b3f468&refType=TG&originationContext=document&transitionType=DocumentItem&ppcid=59fb9796beba40eba4edad69fe7be1a3&contextData=(sc.Default)&comp=wlau,thomsonreuters,FALSE,FALSE
110,a mere view and a demonstration (see R v Lawless,"[1974]VR 398,",https://anzlaw.thomsonreuters.com/Link/Document/FullText?findType=Y&serNum=1974157656&pubNum=4888&originatingDoc=I259ffee0893311e8aca5bab3c9b3f468&refType=TG&originationContext=document&transitionType=DocumentItem&ppcid=518bd2ffa94945babb00005e693027e8&contextData=(sc.Default)&comp=wlahttps://anzlaw.thomsonreuters.com/Link/Document/FullText?findType=Y&serNum=1974157656&pubNum=4888&originatingDoc=I259ffee0893311e8aca5bab3c9b3f468&refType=TG&originationContext=document&transitionType=DocumentItem&ppcid=518bd2ffa94945babb00005e693027e8&contextData=(sc.Default)&comp=wlau,thomsonreuters,FALSE,FALSE
110,"view and a demonstration (see R v Lawless [1974]VR 398,",421).,https://jade.io/article/538325/section/140187,jade,TRUE,TRUE
110,"398, 421). This distinction is summarised in R v Alexander","[1979]VR 615,",https://anzlaw.thomsonreuters.com/Link/Document/FullText?findType=Y&serNum=1979090218&pubNum=4888&originatingDoc=Ieab332b0893311e8aca5bab3c9b3f468&refType=TG&originationContext=document&transitionType=DocumentItem&ppcid=59fb9796beba40eba4edad69fe7be1a3&contextData=(sc.Default)&comp=wlau,thomsonreuters,FALSE,FALSE
110,"This distinction is summarised in R v Alexander [1979]VR 615,","631,",https://jade.io/article/537959/section/141027,jade,TRUE,TRUE
110,referred to by Wilson J in Kozul v The Queen,(1981)147 CLR 221;,https://anzlaw.thomsonreuters.com/Link/Document/FullText?findType=Y&serNum=1981173396&pubNum=3586&originatingDoc=I1e7914e087a711e8aca5bab3c9b3f468&refType=TG&originationContext=document&transitionType=DocumentItem&ppcid=54c51416a56c425a8d2f7f7f8a8a7d84&contextData=(sc.Default)&comp=wlau,thomsonreuters,FALSE,FALSE
110,Wilson J in Kozul v The Queen (1981)147 CLR 221;,[1981]HCA 19.,https://jade.io/article/66901,jade,TRUE,TRUE
111,R v Gurney [1976]Crim LR 567; Way v Way: Heazelwood,(1928)28,https://www.austlii.edu.au/cgi-bin/viewdoc/au/cases/nsw/NSWStRp/1928/9.html,austlii,FALSE,FALSE
111,v Gurney [1976]Crim LR 567; Way v Way: Heazelwood (1928)28,SR (NSW)345).,https://www.austlii.edu.au/cgi-bin/viewdoc/au/cases/nsw/NSWStRp/1928/9.html,austlii,FALSE,FALSE
111,explained by the High Court in Scott v Numurkah Corporation,(1954)91 CLR 300;,https://anzlaw.thomsonreuters.com/Link/Document/FullText?findType=Y&serNum=1954016783&pubNum=3586&originatingDoc=I1642da70879f11e8aca5bab3c9b3f468&refType=TG&originationContext=document&transitionType=DocumentItem&ppcid=8b9ff3624ff9437481383360d6100be3&contextData=(sc.Default)&comp=wlau,thomsonreuters,FALSE,FALSE
111,High Court in Scott v Numurkah Corporation (1954)91 CLR 300;,[1954]HCA 14.,https://jade.io/article/64967,jade,TRUE,TRUE
111,to the jury apart from demonstrating (Karamat v The Queen,[1956]AC 256).,https://www.iclr.co.uk/document/1950030987/casereport_84136/html,iclr,FALSE,FALSE
111,by unsworn statements out of court (see R v Ashton,(1944)61 WN(NSW)134).,https://anzlaw.thomsonreuters.com/Document/I169c9e50880f11e8aca5bab3c9b3f468/View/FullText.html?transitionType=Default&contextData=(sc.Default)&VR=3.0&RS=cblt1.0,thomsonreuters,FALSE,FALSE
111,about something (see R v Ely Justices; Ex parte Burgess,[1992]Crim LR 888;,https://plus.lexis.com/apac/search/?pdmfid=1539278&crid=c792c7e4-1ea1-49fd-bdf2-d9a45b01c325&pdsearchterms=r%20v%20ely%20justices;%20ex%20parte%20burgess%20%E2%80%94%20%5B1993%5D%20cod%2021;%20%5B1992%5D%20crim%20lr%20888&pdtypeofsearch=searchboxclick&pdsearchtype=SearchBox&pdstartin=hlct:1:0&pdpsf=&pdqttype=and&pdquerytemplateid=&ecomp=c5cck&earg=pdsf&prid=67e32c3b-af69-430e-8c8d-daf2c9446653,lexis,FALSE,FALSE
111,require exceptions to that usual approach (see R v Delon,"(1992)29 NSWLR 29,",https://anzlaw.thomsonreuters.com/Link/Document/FullText?findType=Y&serNum=1992357936&pubNum=5138&originatingDoc=If1cad4e0881611e8aca5bab3c9b3f468&refType=TG&originationContext=document&transitionType=DocumentItem&ppcid=40f7d16776d74e58ab72955e30edfa9e&contextData=(sc.Default)&comp=wlau,thomsonreuters,FALSE,FALSE
111,"that usual approach (see R v Delon (1992)29 NSWLR 29,",35-37;,https://jade.io/article/806575/section/21814,jade,TRUE,TRUE
111,"Delon (1992)29 NSWLR 29, 35-37; see also R v Lawrence",(1968)52 Cr App R 163;,https://www.iclr.co.uk/document/1961003884/casereport_47981/html,iclr,FALSE,FALSE
111,v Lawrence (1968)52 Cr App R 163; R v Nixon,(1968)52 Cr App R 218;,https://www.iclr.co.uk/document/1961003974/casereport_26247/html,iclr,FALSE,FALSE
111,Nixon (1968)52 Cr App R 218; Dryburgh v The Queen,(1961)105 CLR,https://anzlaw.thomsonreuters.com/Link/Document/FullText?findType=Y&serNum=1961017812&pubNum=3586&originatingDoc=I5323a71087a111e8aca5bab3c9b3f468&refType=TG&originationContext=document&transitionType=DocumentItem&ppcid=595cbff8e4c44e089be2d035c55f233f&contextData=(sc.Default)&comp=wlau,thomsonreuters,FALSE,FALSE
111,Cr App R 218; Dryburgh v The Queen (1961)105 CLR,532;,https://anzlaw.thomsonreuters.com/Link/Document/FullText?findType=Y&serNum=1961017812&pubNum=3586&originatingDoc=I5323a71087a111e8aca5bab3c9b3f468&refType=TG&originationContext=document&transitionType=DocumentItem&ppcid=595cbff8e4c44e089be2d035c55f233f&contextData=(sc.Default)&comp=wlau,thomsonreuters,FALSE,FALSE
111,App R 218; Dryburgh v The Queen (1961)105 CLR 532;,[1961]HCA 54;,https://jade.io/article/65568,jade,TRUE,TRUE
111,The Queen (1961)105 CLR 532; [1961]HCA 54; R v Hamitov,(1979)21 SASR 596).,https://anzlaw.thomsonreuters.com/Document/I897f303088f111e8aca5bab3c9b3f468/View/FullText.html?transitionType=Default&contextData=(sc.Default)&VR=3.0&RS=cblt1.0,thomsonreuters,FALSE,FALSE
112,witnesses had attempted to describe (see Scott v Numurkah Corporation,(1954)91 CLR 300;,https://anzlaw.thomsonreuters.com/Link/Document/FullText?findType=Y&serNum=1954016783&pubNum=3586&originatingDoc=I1642da70879f11e8aca5bab3c9b3f468&refType=TG&originationContext=document&transitionType=DocumentItem&ppcid=2f62c6e6ea8646ef954c57ea259105d7&contextData=(sc.Default)&comp=wlau,thomsonreuters,FALSE,FALSE
112,to describe (see Scott v Numurkah Corporation (1954)91 CLR 300;,[1954],https://jade.io/article/64967,jade,TRUE,TRUE
112,describe (see Scott v Numurkah Corporation (1954)91 CLR 300; [1954],HCA 14,https://jade.io/article/64967,jade,TRUE,TRUE
112,HCA 14 (Fullagar J); see also Evans v The Queen,"(2007)235 CLR 521,",https://anzlaw.thomsonreuters.com/Link/Document/FullText?findType=Y&serNum=2014335232&pubNum=3586&originatingDoc=I9bb87b926c1211e88bc7d893198c00f1&refType=TG&originationContext=document&transitionType=DocumentItem&ppcid=686745d7334941a881edc57225dcbe5f&contextData=(sc.DocLink)&comp=wlau,thomsonreuters,FALSE,FALSE
112,"J); see also Evans v The Queen (2007)235 CLR 521,",573-574,https://jade.io/article/18712/section/9280,jade,TRUE,TRUE
112,"see also Evans v The Queen (2007)235 CLR 521, 573-574",[191]-[193];,https://jade.io/article/18712/section/9280,jade,TRUE,TRUE
112,"also Evans v The Queen (2007)235 CLR 521, 573-574 [191]-[193];",[2007]HCA,https://www.hcourt.gov.au/sites/default/files/eresources/2007/HCA/59.pdf,hcourt,FALSE,FALSE
112,"Evans v The Queen (2007)235 CLR 521, 573-574 [191]-[193]; [2007]HCA","59,",https://www.hcourt.gov.au/sites/default/files/eresources/2007/HCA/59.pdf,hcourt,FALSE,FALSE
112,"v The Queen (2007)235 CLR 521, 573-574 [191]-[193]; [2007]HCA 59,",[191]-[193];,https://jade.io/article/18712/section/9280,jade,TRUE,TRUE
112,"CLR 521, 573-574 [191]-[193]; [2007]HCA 59, [191]-[193]; R v Quinn","[1962]2 QB 245,",https://www.iclr.co.uk/document/1961004016/casereport_61548/html,iclr,FALSE,FALSE
112,"[191]-[193]; [2007]HCA 59, [191]-[193]; R v Quinn [1962]2 QB 245,",257).,https://jade.io/citation/2700419/section/141008,jade,TRUE,TRUE
112,"new evidence, they are impermissible (see Kozul v The Queen",(1981)147 CLR 221;,https://anzlaw.thomsonreuters.com/Link/Document/FullText?findType=Y&serNum=1981173396&pubNum=3586&originatingDoc=I1e7914e087a711e8aca5bab3c9b3f468&refType=TG&originationContext=document&transitionType=DocumentItem&ppcid=47305ad6a9304191aa2707d72762a8eb&contextData=(sc.Default)&comp=wlau,thomsonreuters,FALSE,FALSE
112,are impermissible (see Kozul v The Queen (1981)147 CLR 221;,[1981]HCA 19).,https://jade.io/article/66901,jade,TRUE,TRUE
119,the parties and invite submissions upon it(see R v Knight,"[2010]QCA 372,",http://archive.sclqld.org.au/qjudgment/2010/QCA10-372.pdf,sclqld,FALSE,FALSE
119,"and invite submissions upon it(see R v Knight [2010]QCA 372,",[324]).,https://jade.io/article/207346/section/23555,jade,TRUE,TRUE
119,the testimony of prison informers. See Crampton v The Queen,(2000)206 CLR 161;,https://anzlaw.thomsonreuters.com/Link/Document/FullText?findType=Y&serNum=2000502276&pubNum=3586&originatingDoc=Iab14d270a4c211e9bf2e892031bbe848&refType=TG&originationContext=document&transitionType=DocumentItem&ppcid=809b5e0f4ed54d7ebcd323c4132bf3a7&contextData=(sc.Default)&comp=wlau,thomsonreuters,FALSE,FALSE
119,prison informers. See Crampton v The Queen (2000)206 CLR 161;,"[2000]HCA 60,",https://www.hcourt.gov.au/sites/default/files/eresources/2000/HCA/60.pdf,hcourt,FALSE,FALSE
119,"See Crampton v The Queen (2000)206 CLR 161; [2000]HCA 60,","[39]-[40],",https://jade.io/article/68230/section/5033,jade,TRUE,TRUE
119,"Crampton v The Queen (2000)206 CLR 161; [2000]HCA 60, [39]-[40],","[125]-[126],",https://jade.io/article/68230/section/4862,jade,TRUE,TRUE
119,"v The Queen (2000)206 CLR 161; [2000]HCA 60, [39]-[40], [125]-[126],",[142]).,https://jade.io/article/68230/section/2618,jade,TRUE,TRUE
119,told that they may ignore it (Azzopardi v The Queen,"(2001)205 CLR 50,",https://anzlaw.thomsonreuters.com/Document/Iee73ce3087b411e8aca5bab3c9b3f468/View/FullText.html?transitionType=Default&contextData=(sc.Default)&VR=3.0&RS=cblt1.0&comp=wlau,thomsonreuters,FALSE,FALSE
119,"may ignore it (Azzopardi v The Queen (2001)205 CLR 50,",69-70,https://jade.io/article/68257/section/2010,jade,TRUE,TRUE
119,"ignore it (Azzopardi v The Queen (2001)205 CLR 50, 69-70",[49]-[50];,https://jade.io/article/68257/section/2010,jade,TRUE,TRUE
119,"it (Azzopardi v The Queen (2001)205 CLR 50, 69-70 [49]-[50];",[2001]HCA 25).,https://jade.io/article/68257,jade,TRUE,TRUE
119,jury of the arguments of counsel (RPS v The Queen,(2000)199 CLR 620;,https://anzlaw.thomsonreuters.com/Document/Idb19b17087b311e8aca5bab3c9b3f468/View/FullText.html?transitionType=Default&contextData=(sc.Default)&VR=3.0&RS=cblt1.0,thomsonreuters,FALSE,FALSE
119,arguments of counsel (RPS v The Queen (2000)199 CLR 620;,"[2000]HCA 3,",https://jade.io/article/68197,jade,TRUE,TRUE
119,"counsel (RPS v The Queen (2000)199 CLR 620; [2000]HCA 3,",[42]).,https://jade.io/article/68197/section/140755,jade,TRUE,TRUE
119,question of fact should be resolved (McKell v The Queen,"(2019)264 CLR 307,",https://anzlaw.thomsonreuters.com/Document/Ib145225004d311ea9baa96370827cab3/View/FullText.html?transitionType=Default&contextData=(sc.Default)&VR=3.0&RS=cblt1.0,thomsonreuters,FALSE,FALSE
119,"should be resolved (McKell v The Queen (2019)264 CLR 307,",323,https://jade.io/article/634253/section/433,jade,TRUE,TRUE
119,"be resolved (McKell v The Queen (2019)264 CLR 307, 323",[46];,https://jade.io/article/634253/section/433,jade,TRUE,TRUE
119,"resolved (McKell v The Queen (2019)264 CLR 307, 323 [46];",[2019]HCA 5).,https://jade.io/article/634253,jade,TRUE,TRUE
119,"correctly identified to the jury. For example, in R v",LBG [2024] QCA 205,https://archive.sclqld.org.au/qjudgment/2024/QCA24-205.pdf,sclqld,FALSE,FALSE
122,"which version is correct, they should acquit(see R v Johnson","[2013]QCA 91,",http://archive.sclqld.org.au/qjudgment/2013/QCA13-091.pdf,sclqld,FALSE,FALSE
122,"is correct, they should acquit(see R v Johnson [2013]QCA 91,",[19]-[21])).,https://jade.io/article/293993/section/6696,jade,TRUE,TRUE
126,the facts are relevant to them(see Fingleton v The Queen,"(2005)227 CLR 166,",https://anzlaw.thomsonreuters.com/Link/Document/FullText?findType=Y&serNum=2006843388&pubNum=3586&originatingDoc=Ia55d130087b911e8aca5bab3c9b3f468&refType=TG&originationContext=document&transitionType=DocumentItem&ppcid=8d49c38ef3c64b11961ec20181c49954&contextData=(sc.Default)&comp=wlau,thomsonreuters,FALSE,FALSE
126,"relevant to them(see Fingleton v The Queen (2005)227 CLR 166,",196-197,https://jade.io/article/309/section/2374,jade,TRUE,TRUE
126,"to them(see Fingleton v The Queen (2005)227 CLR 166, 196-197",[77]-[80];,https://jade.io/article/309/section/2374,jade,TRUE,TRUE
126,"them(see Fingleton v The Queen (2005)227 CLR 166, 196-197 [77]-[80];","[2005]HCA 34,",https://jade.io/article/309,jade,TRUE,TRUE
126,"v The Queen (2005)227 CLR 166, 196-197 [77]-[80]; [2005]HCA 34,",[77]-[80];,https://jade.io/article/309/section/2374,jade,TRUE,TRUE
126,"CLR 166, 196-197 [77]-[80]; [2005]HCA 34, [77]-[80]; R v Baker","[2014]QCA 5,",http://archive.sclqld.org.au/qjudgment/2014/QCA14-005.pdf,sclqld,FALSE,FALSE
126,"196-197 [77]-[80]; [2005]HCA 34, [77]-[80]; R v Baker [2014]QCA 5,","[9],",https://jade.io/article/313541/section/8,jade,TRUE,TRUE
